Timestamp	What's your age group?	What's your highest degree?	If applicable, what field of study was your highest degree in?	Did you finish the course?	How many years have you been programming?	How many hours, on average, did you spend per week on the course? [Part 1: weeks 1 & 2 with Prof. Odersky]	How difficult did you find the course? [Part 1: weeks 1 & 2 with Prof. Odersky]	Do you feel the course was worth the time you invested in it?	Would you take a follow-up functional programming in Scala course, if it were offered?	What is your preferred editor, for use outside of this course?	What editor did you end up using for the majority of the course?	What experience do you have with other programming languages or paradigms? [Java]	What experience do you have with other programming languages or paradigms? [C / C++ / Objective-C]	What experience do you have with other programming languages or paradigms? [Python / Ruby / Perl / other scripting language]	What experience do you have with other programming languages or paradigms? [C#/.NET]	What experience do you have with other programming languages or paradigms? [Objective-C]	What experience do you have with other programming languages or paradigms? [JavaScript]	What experience do you have with other programming languages or paradigms? [Haskell / OCaml / ML / F#]	What interested you in the Principles of Reactive Programming course?	Where do you plan to apply what you've learned in this course?	How difficult did you find the homework assignments? [Part 1: weeks 1 & 2 with Prof. Odersky]	What experience do you have with other programming languages or paradigms? [Lisp / Scheme / Clojure]	What country do you live in?	What's your gender?	How difficult did you find the course? [Part 2: weeks 3 & 4 with Prof. Meijer]	How difficult did you find the course? [Part 3: weeks 5-7 with Dr. Kuhn]	How many hours, on average, did you spend per week on the course? [Part 2: weeks 3 & 4 with Prof. Meijer]	How many hours, on average, did you spend per week on the course? [Part 3: weeks 5-7 with Dr. Kuhn]	How difficult did you find the homework assignments? [Part 2: weeks 3 & 4 with Prof. Meijer]	How difficult did you find the homework assignments? [Part 3: weeks 5-7 with Dr. Kuhn]
1/16/2014 17:44:47	35-44	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	10-15 years	6-8 hours	3	5		vim	Eclipse	I'm fluent	I've seen and understand some code	I'm fluent	No experience / not seen it at all		I've seen and understand some code	No experience / not seen it at all	Personal Interest/Curiosity	Individual project at work	3	No experience / not seen it at all	United States	Male	4	4	10+ hours	10+ hours	4	5
1/16/2014 17:44:47	35-44	Bachelor's Degree (or equivalent)	Physics	Yes	10-15 years	6-8 hours	3	5		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I have some experience writing code	I've seen and understand some code		I'm fluent	No experience / not seen it at all	Helps With Profession	Personal projects	3	I have some experience writing code	Canada	Male	3	3	6-8 hours	6-8 hours	3	3
1/16/2014 17:44:48	25-34	Doctorate Degree (or equivalent)	Liberal Arts	Yes	5-7 years	4-6 hours	2	3		IntelliJ	Eclipse	I'm an expert	I have some experience writing code	I'm an expert	I've seen and understand some code		I'm an expert	I'm fluent	Helps With Profession	Personal projects	2	I've seen and understand some code	United States	Male	2	4	10+ hours	10+ hours	4	4
1/16/2014 17:44:48	25-34	Doctorate Degree (or equivalent)	Computer Science	Yes	15-20 years	1-4 hours	1	5		vim	vim	I'm fluent	I'm fluent	I'm fluent	I have some experience writing code		I'm fluent	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	2	I've seen and understand some code	United States	Male	4	3	6-8 hours	4-6 hours	4	4
1/16/2014 17:44:51	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	7-10 years	4-6 hours	3	5		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I have some experience writing code	I have some experience writing code		I'm an expert	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	3	No experience / not seen it at all	Germany	Male	3	3	4-6 hours	10+ hours	3	4
1/16/2014 17:44:51	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	10-15 years	6-8 hours	3	2		IntelliJ	IntelliJ	I'm an expert	I've seen and understand some code	I've seen and understand some code	No experience / not seen it at all		I'm fluent	No experience / not seen it at all	Personal Interest/Curiosity	No application plans, attended for general interest	3	I've seen and understand some code	United States	Male	5	4	8-10 hours	6-8 hours	5	4
1/16/2014 17:44:53	25-34	Master's Degree (or equivalent)	Statistics/Mathematics	Yes	5-7 years	4-6 hours	3	2		IntelliJ	IntelliJ	I'm an expert	I'm fluent	I'm fluent	I have some experience writing code		I've seen and understand some code	I've seen and understand some code	Helps With Profession	Team project at work	3	No experience / not seen it at all	United Kingdom	Male	5	3	6-8 hours	4-6 hours	5	3
1/16/2014 17:44:53	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	1-2 years	1-4 hours	3	5		Sublime Text	Eclipse	I have some experience writing code	No experience / not seen it at all	I have some experience writing code	No experience / not seen it at all		I've seen and understand some code	No experience / not seen it at all	Helps With Profession	Team project at work	3	No experience / not seen it at all	United States	Male	4	4	4-6 hours	4-6 hours	4	4
1/16/2014 17:44:55	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	5-7 years	4-6 hours	3	5		Eclipse	Eclipse	I have some experience writing code	I have some experience writing code	I've seen and understand some code	I'm fluent		I have some experience writing code	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	5	No experience / not seen it at all	United States	Male	3	3	4-6 hours	4-6 hours	3	3
1/16/2014 17:44:56	25-34	Bachelor's Degree (or equivalent)	Computer/Software Engineering	Yes	1-2 years	4-6 hours	3	5		Eclipse	Eclipse	I'm an expert	I'm fluent	I have some experience writing code	I've seen and understand some code		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Personal projects	3	No experience / not seen it at all	Serbia	Male	4	4	6-8 hours	6-8 hours	4	4
1/16/2014 17:44:58	25-34	No High School (or equivalent)		No	15-20 years	4-6 hours	1	2		IntelliJ	IntelliJ	I have some experience writing code	I'm an expert	I'm an expert	I've seen and understand some code		I have some experience writing code	I have some experience writing code	Personal Interest/Curiosity	Personal projects	2	I'm fluent	Costa Rica	Male	2	1	1-4 hours	1-4 hours	2	1
1/16/2014 17:44:58	25-34	Bachelor's Degree (or equivalent)	Computer/Software Engineering	Yes	7-10 years	4-6 hours	3	5		IntelliJ	Eclipse	I'm an expert	I have some experience writing code	I've seen and understand some code	I have some experience writing code		I have some experience writing code	I've seen and understand some code	Personal Interest/Curiosity	Individual project at work	3	I've seen and understand some code	United Kingdom	Male	3	3	4-6 hours	4-6 hours	5	3
1/16/2014 17:45:00	45-54	Bachelor's Degree (or equivalent)	Computer Science	Yes	20+ years	4-6 hours	3	5		IntelliJ	Eclipse	I'm an expert	I'm fluent	I've seen and understand some code	I've seen and understand some code		I've seen and understand some code	I've seen and understand some code	Personal Interest/Curiosity	Personal projects	3	I've seen and understand some code	United Kingdom	Male	4	3	6-8 hours	10+ hours	4	3
1/16/2014 17:45:01	18-24	Bachelor's Degree (or equivalent)	Statistics/Mathematics	Yes	3-5 years	4-6 hours	2	4		IntelliJ	IntelliJ	I have some experience writing code	I have some experience writing code	I've seen and understand some code	I've seen and understand some code		I've seen and understand some code	No experience / not seen it at all	University Studies	University projects	3	No experience / not seen it at all	Russian Federation	Male	3	2	4-6 hours	4-6 hours	3	3
1/16/2014 17:45:01	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	15-20 years	6-8 hours	3	5		IntelliJ	Eclipse	I'm fluent	I have some experience writing code	I've seen and understand some code	I have some experience writing code		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Team project at work	3	I've seen and understand some code	India	Female	3	3	6-8 hours	6-8 hours	3	3
1/16/2014 17:45:01	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	10-15 years	8-10 hours	4	5		Sublime Text	Eclipse	I'm an expert	I'm fluent	I'm an expert	I have some experience writing code		I'm an expert	No experience / not seen it at all	Helps With Profession	Team project at work	4	I have some experience writing code	United States	Male	4	4	6-8 hours	8-10 hours	3	4
1/16/2014 17:45:02	25-34	Doctorate Degree (or equivalent)	Computer Science	Yes	7-10 years	4-6 hours	3	4		Eclipse	Eclipse	I'm an expert	I'm fluent	I've seen and understand some code	I've seen and understand some code		I'm fluent	No experience / not seen it at all	Personal Interest/Curiosity	Individual project at work	3	I've seen and understand some code	Switzerland	Male	3	3	6-8 hours	6-8 hours	4	4
1/16/2014 17:45:03	18-24	Bachelor's Degree (or equivalent)	Electrical Engineering	No	3-5 years	4-6 hours	2	4		vim	vim	I'm fluent	I'm an expert	I'm fluent	No experience / not seen it at all		I'm fluent	I have some experience writing code	Personal Interest/Curiosity	Individual project at work	1	I've seen and understand some code	United States	Male	3	3	4-6 hours	4-6 hours	3	3
1/16/2014 17:45:03	25-34	Master's Degree (or equivalent)	Computer Science	No	10-15 years	6-8 hours	3	5		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I have some experience writing code	I have some experience writing code		I've seen and understand some code	I have some experience writing code	Helps With Profession	Personal projects	3	No experience / not seen it at all	Poland	Male	4	3	10+ hours	1-4 hours	4	3
1/16/2014 17:45:04	25-34	Master's Degree (or equivalent)	Computer/Software Engineering	Yes	10-15 years	6-8 hours	3	2		emacs	emacs	I'm fluent	I have some experience writing code	I'm an expert	I have some experience writing code		I'm fluent	I have some experience writing code	Helps With Profession	Individual project at work	3	I have some experience writing code	Sweden	Male	3	4	6-8 hours	8-10 hours	3	4
1/16/2014 17:45:05	25-34	Bachelor's Degree (or equivalent)		No	3-5 years	4-6 hours	4	5		IntelliJ	Eclipse	I have some experience writing code	I have some experience writing code	No experience / not seen it at all	No experience / not seen it at all		I've seen and understand some code	No experience / not seen it at all	Helps With Profession	Team project at work	4	No experience / not seen it at all	United Kingdom	Male	4	4	1-4 hours	1-4 hours	4	4
1/16/2014 17:45:06	25-34	Bachelor's Degree (or equivalent)	Computer Science	Yes	3-5 years	1-4 hours	3	4		IntelliJ	IntelliJ	I'm an expert	I've seen and understand some code	I have some experience writing code	I've seen and understand some code		I have some experience writing code	I've seen and understand some code	Personal Interest/Curiosity	Individual project at work	4	I have some experience writing code	United Kingdom	Male	4	4	4-6 hours	4-6 hours	5	4
1/16/2014 17:45:06	25-34	High School (or equivalent)	Computer/Software Engineering	No	15-20 years	1-4 hours	3	5		IntelliJ	IntelliJ	I'm an expert	I have some experience writing code	I've seen and understand some code	I've seen and understand some code		I have some experience writing code	I've seen and understand some code	Personal Interest/Curiosity	Team project at work	3	I've seen and understand some code	Russian Federation	Male	3	3	1-4 hours	1-4 hours	3	3
1/16/2014 17:45:07	35-44	Bachelor's Degree (or equivalent)	Electrical Engineering	No	10-15 years	1-4 hours	2	5		Eclipse	Eclipse	I have some experience writing code	I have some experience writing code	I'm fluent	I'm an expert		I'm fluent	I've seen and understand some code	Helps With Profession	Personal projects	2	I've seen and understand some code	United States	Male	2	2	1-4 hours	1-4 hours	2	2
1/16/2014 17:45:08	25-34	Master's Degree (or equivalent)	Computer Science	Yes	5-7 years	4-6 hours	1	3		emacs	emacs	I'm fluent	I've seen and understand some code	I've seen and understand some code	I have some experience writing code		I'm fluent	I have some experience writing code	Personal Interest/Curiosity	Individual project at work	2	I have some experience writing code	Croatia	Male	3	4	1-4 hours	4-6 hours	3	4
1/16/2014 17:45:08	25-34	Master's Degree (or equivalent)	Computer Science	Yes	7-10 years	4-6 hours	3	5		IntelliJ	IntelliJ	I'm an expert	I have some experience writing code	I have some experience writing code	I'm an expert		I have some experience writing code	I have some experience writing code	Helps With Profession	Team project at work	4	I'm fluent	Russian Federation	Male	4	4	10+ hours	10+ hours	4	4
1/16/2014 17:45:09	25-34	Doctorate Degree (or equivalent)	Physics	Yes	10-15 years	4-6 hours	3	5		Visual Studio	Eclipse	I've seen and understand some code	I'm fluent	I have some experience writing code	I'm fluent		No experience / not seen it at all	I'm fluent	Helps With Profession	Individual project at work	2	No experience / not seen it at all	Belgium	Male	4	4	8-10 hours	6-8 hours	4	3
1/16/2014 17:45:09	25-34	Master's Degree (or equivalent)	Computer Science	Yes	7-10 years	6-8 hours	3	4		Eclipse	Eclipse	I'm an expert	I'm fluent	I've seen and understand some code	I'm an expert		I'm fluent	I have some experience writing code	Personal Interest/Curiosity	Personal projects	3	No experience / not seen it at all	Netherlands	Female	3	4	6-8 hours	6-8 hours	2	4
1/16/2014 17:45:10	35-44	Master's Degree (or equivalent)	Computer Science	Yes	10-15 years	8-10 hours	4	5		Eclipse	Eclipse	I'm fluent	I have some experience writing code	I've seen and understand some code	No experience / not seen it at all		I've seen and understand some code	No experience / not seen it at all	Helps With Profession	Team project at work	4	I've seen and understand some code	United States	Male	4	4	8-10 hours	8-10 hours	4	4
1/16/2014 17:45:10	35-44	Master's Degree (or equivalent)	Computer Science	Yes	10-15 years	6-8 hours	3	3		Eclipse	Eclipse	I'm an expert	I have some experience writing code	I'm fluent	I've seen and understand some code		I have some experience writing code	No experience / not seen it at all	Personal Interest/Curiosity	Personal projects	3	I've seen and understand some code	United States	Male	4	4	10+ hours	10+ hours	5	4
